"sample","module_number","module","ID","Term","Ont","N","DE","P.DE","type"
"L10_int","9","darkmagenta","GO:0070233","negative regulation of T cell apoptotic process","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:0034104","negative regulation of tissue remodeling","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:0045071","negative regulation of viral genome replication","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:0048525","negative regulation of viral process","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:0002158","osteoclast proliferation","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:0060017","parathyroid gland development","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:0035898","parathyroid hormone secretion","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:0038083","peptidyl-tyrosine autophosphorylation","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:0048842","positive regulation of axon extension involved in axon guidance","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:2000727","positive regulation of cardiac muscle cell differentiation","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:1905278","positive regulation of epithelial tube formation","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:0071442","positive regulation of histone H3-K14 acetylation","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:0032736","positive regulation of interleukin-13 production","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:0032754","positive regulation of interleukin-5 production","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:0045654","positive regulation of megakaryocyte differentiation","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:1900086","positive regulation of peptidyl-tyrosine autophosphorylation","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:0002092","positive regulation of receptor internalization","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:2000553","positive regulation of T-helper 2 cell cytokine production","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:0051973","positive regulation of telomerase activity","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:2000611","positive regulation of thyroid hormone generation","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:1901228","positive regulation of transcription from RNA polymerase II promoter involved in heart development","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:0003257","positive regulation of transcription from RNA polymerase II promoter involved in myocardial precursor cell differentiation","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:0002830","positive regulation of type 2 immune response","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:0072107","positive regulation of ureteric bud formation","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:0009886","post-embryonic animal morphogenesis","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:0060060","post-embryonic retina morphogenesis in camera-type eye","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:0002572","pro-T cell differentiation","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:1905402","regulation of activated CD8-positive, alpha-beta T cell apoptotic process","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:1900157","regulation of bone mineralization involved in bone maturation","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:1900154","regulation of bone trabecula formation","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:2000725","regulation of cardiac muscle cell differentiation","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:1901722","regulation of cell proliferation involved in kidney development","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:2000606","regulation of cell proliferation involved in mesonephros development","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:2000683","regulation of cellular response to X-ray","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:1901535","regulation of DNA demethylation","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:1905276","regulation of epithelial tube formation","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:0070344","regulation of fat cell proliferation","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:2000702","regulation of fibroblast growth factor receptor signaling pathway involved in ureteric bud formation","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:2000733","regulation of glial cell-derived neurotrophic factor receptor signaling pathway involved in ureteric bud formation","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:0071440","regulation of histone H3-K14 acetylation","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:0032656","regulation of interleukin-13 production","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:0032674","regulation of interleukin-5 production","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:0033599","regulation of mammary gland epithelial cell proliferation","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:0045652","regulation of megakaryocyte differentiation","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:0061217","regulation of mesonephros development","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:0090289","regulation of osteoclast proliferation","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:1900084","regulation of peptidyl-tyrosine autophosphorylation","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:0010725","regulation of primitive erythrocyte differentiation","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:0002090","regulation of receptor internalization","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:0070232","regulation of T cell apoptotic process","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:2000551","regulation of T-helper 2 cell cytokine production","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:2000609","regulation of thyroid hormone generation","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:1901213","regulation of transcription from RNA polymerase II promoter involved in heart development","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:0003256","regulation of transcription from RNA polymerase II promoter involved in myocardial precursor cell differentiation","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:0072106","regulation of ureteric bud formation","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:0035455","response to interferon-alpha","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:0070670","response to interleukin-4","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:0070231","T cell apoptotic process","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:0035745","T-helper 2 cell cytokine production","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:0045061","thymic T cell selection","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:0035799","ureter maturation","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:0061042","vascular wound healing","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:0061289","Wnt signaling pathway involved in kidney development","BP",1,1,0.00181186773365549,"GOTerms"
"L10_int","9","darkmagenta","GO:0048732","gland development","BP",36,2,0.0019089915248152,"GOTerms"
"L10_int","9","darkmagenta","GO:0009653","anatomical structure morphogenesis","BP",300,4,0.00191573913243988,"GOTerms"
"L10_int","9","darkmagenta","GO:0048762","mesenchymal cell differentiation","BP",37,2,0.00201584820323846,"GOTerms"
"L10_int","9","darkmagenta","GO:0048583","regulation of response to stimulus","BP",306,4,0.00205944257475946,"GOTerms"
"L10_int","9","darkmagenta","GO:0023052","signaling","BP",519,5,0.00207367921780935,"GOTerms"
"L10_int","9","darkmagenta","GO:0022610","biological adhesion","BP",143,3,0.00211177705899043,"GOTerms"
"L10_int","9","darkmagenta","GO:0007155","cell adhesion","BP",143,3,0.00211177705899043,"GOTerms"
"L10_int","9","darkmagenta","GO:0018193","peptidyl-amino acid modification","BP",143,3,0.00211177705899043,"GOTerms"
"L10_int","9","darkmagenta","GO:0050673","epithelial cell proliferation","BP",38,2,0.00212549020591257,"GOTerms"
"L10_int","9","darkmagenta","GO:0007154","cell communication","BP",526,5,0.00219916046039264,"GOTerms"
"L10_int","9","darkmagenta","GO:0002521","leukocyte differentiation","BP",39,2,0.00223790794413,"GOTerms"
"L10_int","9","darkmagenta","GO:0030099","myeloid cell differentiation","BP",39,2,0.00223790794413,"GOTerms"
"L10_int","9","darkmagenta","GO:0050896","response to stimulus","BP",784,6,0.00226186740596018,"GOTerms"
"L10_int","9","darkmagenta","GO:0031325","positive regulation of cellular metabolic process","BP",314,4,0.00226250219135861,"GOTerms"
"L10_int","9","darkmagenta","GO:0044267","cellular protein metabolic process","BP",534,5,0.00234932239756243,"GOTerms"
"L10_int","9","darkmagenta","GO:0018205","peptidyl-lysine modification","BP",40,2,0.00235309185229967,"GOTerms"
"L10_int","9","darkmagenta","GO:0010975","regulation of neuron projection development","BP",40,2,0.00235309185229967,"GOTerms"
"L10_int","9","darkmagenta","GO:0044271","cellular nitrogen compound biosynthetic process","BP",537,5,0.00240753248471009,"GOTerms"
"L10_int","9","darkmagenta","GO:0042127","regulation of cell population proliferation","BP",150,3,0.0024195652040298,"GOTerms"
"L10_int","9","darkmagenta","GO:0009719","response to endogenous stimulus","BP",153,3,0.00255955583181668,"GOTerms"
"L10_int","9","darkmagenta","GO:0048513","animal organ development","BP",326,4,0.00259256675523489,"GOTerms"
"L10_int","9","darkmagenta","GO:0034645","cellular macromolecule biosynthetic process","BP",552,5,0.00271461965934126,"GOTerms"
"L10_int","9","darkmagenta","GO:0060070","canonical Wnt signaling pathway","BP",43,2,0.00271514528637233,"GOTerms"
"L10_int","9","darkmagenta","GO:0045165","cell fate commitment","BP",43,2,0.00271514528637233,"GOTerms"
"L10_int","9","darkmagenta","GO:0060485","mesenchyme development","BP",43,2,0.00271514528637233,"GOTerms"
"L10_int","9","darkmagenta","GO:0030335","positive regulation of cell migration","BP",43,2,0.00271514528637233,"GOTerms"
"L10_int","9","darkmagenta","GO:0031399","regulation of protein modification process","BP",157,3,0.00275390005388234,"GOTerms"
"L10_int","9","darkmagenta","GO:0009059","macromolecule biosynthetic process","BP",554,5,0.0027576323481146,"GOTerms"
"L10_int","9","darkmagenta","GO:0007411","axon guidance","BP",44,2,0.00284129867912743,"GOTerms"
"L10_int","9","darkmagenta","GO:0097485","neuron projection guidance","BP",44,2,0.00284129867912743,"GOTerms"
"L10_int","9","darkmagenta","GO:0048584","positive regulation of response to stimulus","BP",160,3,0.00290550242984931,"GOTerms"
"L10_int","9","darkmagenta","GO:0034329","cell junction assembly","BP",45,2,0.00297017075898591,"GOTerms"
"L10_int","9","darkmagenta","GO:2000147","positive regulation of cell motility","BP",45,2,0.00297017075898591,"GOTerms"
"L10_int","9","darkmagenta","GO:0042221","response to chemical","BP",341,4,0.00305022858898606,"GOTerms"
"L10_int","9","darkmagenta","GO:0030182","neuron differentiation","BP",165,3,0.00316947558381553,"GOTerms"
"L10_int","9","darkmagenta","GO:0009893","positive regulation of metabolic process","BP",346,4,0.00321438139226043,"GOTerms"
"L10_int","9","darkmagenta","GO:0002009","morphogenesis of an epithelium","BP",47,2,0.00323603329130203,"GOTerms"
"L10_int","9","darkmagenta","GO:0051272","positive regulation of cellular component movement","BP",47,2,0.00323603329130203,"GOTerms"
"L10_int","9","darkmagenta","GO:1903508","positive regulation of nucleic acid-templated transcription","BP",167,3,0.00327906929375392,"GOTerms"
"L10_int","9","darkmagenta","GO:1902680","positive regulation of RNA biosynthetic process","BP",167,3,0.00327906929375392,"GOTerms"
"L10_int","9","darkmagenta","GO:0045893","positive regulation of transcription, DNA-templated","BP",167,3,0.00327906929375392,"GOTerms"
"L10_int","9","darkmagenta","GO:0019538","protein metabolic process","BP",577,5,0.00328888921414022,"GOTerms"
"L10_int","9","darkmagenta","GO:0043010","camera-type eye development","BP",48,2,0.00337300495633209,"GOTerms"
"L10_int","9","darkmagenta","GO:0048562","embryonic organ morphogenesis","BP",48,2,0.00337300495633209,"GOTerms"
"L10_int","9","darkmagenta","GO:0051171","regulation of nitrogen compound metabolic process","BP",589,5,0.00359392362310201,"GOTerms"
"L10_int","9","darkmagenta","GO:0003176","aortic valve development","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:0003180","aortic valve morphogenesis","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:0060346","bone trabecula formation","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:0061430","bone trabecula morphogenesis","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:0060379","cardiac muscle cell myoblast differentiation","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:0003215","cardiac right ventricle morphogenesis","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:0072202","cell differentiation involved in metanephros development","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:0072111","cell proliferation involved in kidney development","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:0061209","cell proliferation involved in mesonephros development","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:0035510","DNA dealkylation","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:1900116","extracellular negative regulation of signal transduction","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:1900115","extracellular regulation of signal transduction","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:0044154","histone H3-K14 acetylation","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:0043970","histone H3-K9 acetylation","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:0032633","interleukin-4 production","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:0070227","lymphocyte apoptotic process","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:0030225","macrophage differentiation","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:0060374","mast cell differentiation","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:0070168","negative regulation of biomineral tissue development","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:0110150","negative regulation of biomineralization","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:0030502","negative regulation of bone mineralization","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:0010719","negative regulation of epithelial to mesenchymal transition","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:0032703","negative regulation of interleukin-2 production","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:0070229","negative regulation of lymphocyte apoptotic process","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:0045746","negative regulation of Notch signaling pathway","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:0060394","negative regulation of pathway-restricted SMAD protein phosphorylation","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:0072160","nephron tubule epithelial cell differentiation","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:0038007","netrin-activated signaling pathway","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:0042421","norepinephrine biosynthetic process","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:0042415","norepinephrine metabolic process","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:1903589","positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:2000617","positive regulation of histone H3-K9 acetylation","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:0032352","positive regulation of hormone metabolic process","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:0032753","positive regulation of interleukin-4 production","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:0031954","positive regulation of protein autophosphorylation","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:0002726","positive regulation of T cell cytokine production","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:0045582","positive regulation of T cell differentiation","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:0002711","positive regulation of T cell mediated immunity","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:2000679","positive regulation of transcription regulatory region DNA binding","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:0060319","primitive erythrocyte differentiation","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:0060215","primitive hemopoiesis","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:1990743","protein sialylation","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:2000696","regulation of epithelial cell differentiation involved in kidney development","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:2000977","regulation of forebrain neuron differentiation","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:0061085","regulation of histone H3-K27 methylation","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:2000615","regulation of histone H3-K9 acetylation","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:0032673","regulation of interleukin-4 production","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:0070228","regulation of lymphocyte apoptotic process","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:0045649","regulation of macrophage differentiation","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:0072182","regulation of nephron tubule epithelial cell differentiation","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:0002724","regulation of T cell cytokine production","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:0051972","regulation of telomerase activity","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:1905314","semi-lunar valve development","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:0060872","semicircular canal development","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:0038098","sequestering of BMP from receptor via BMP binding","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:0035581","sequestering of extracellular ligand from receptor","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:0048485","sympathetic nervous system development","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:0002369","T cell cytokine production","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:0045064","T-helper 2 cell differentiation","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:0006590","thyroid hormone generation","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:0060343","trabecula formation","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:0061383","trabecula morphogenesis","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:0072197","ureter morphogenesis","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:0021514","ventral spinal cord interneuron differentiation","BP",2,1,0.00362058915112562,"GOTerms"
"L10_int","9","darkmagenta","GO:0008283","cell population proliferation","BP",175,3,0.0037407296711507,"GOTerms"
"L10_int","9","darkmagenta","GO:0001525","angiogenesis","BP",51,2,0.00379996929898437,"GOTerms"
"L10_int","9","darkmagenta","GO:0051254","positive regulation of RNA metabolic process","BP",176,3,0.00380108912510229,"GOTerms"
"L10_int","9","darkmagenta","GO:0080090","regulation of primary metabolic process","BP",598,5,0.00383583365972523,"GOTerms"
"L10_int","9","darkmagenta","GO:0044237","cellular metabolic process","BP",1189,7,0.00407623984117304,"GOTerms"
"L10_int","9","darkmagenta","GO:1903506","regulation of nucleic acid-templated transcription","BP",370,4,0.00408744781733008,"GOTerms"
"L10_int","9","darkmagenta","GO:2001141","regulation of RNA biosynthetic process","BP",370,4,0.00408744781733008,"GOTerms"
"L10_int","9","darkmagenta","GO:0006355","regulation of transcription, DNA-templated","BP",370,4,0.00408744781733008,"GOTerms"
"L10_int","9","darkmagenta","GO:0048699","generation of neurons","BP",181,3,0.00411185902402277,"GOTerms"
"L10_int","9","darkmagenta","GO:0016570","histone modification","BP",54,2,0.00425081229719098,"GOTerms"
"L10_int","9","darkmagenta","GO:0022008","neurogenesis","BP",184,3,0.00430556526678813,"GOTerms"
"L10_int","9","darkmagenta","GO:0010557","positive regulation of macromolecule biosynthetic process","BP",187,3,0.00450476403629243,"GOTerms"
"L10_int","9","darkmagenta","GO:0097659","nucleic acid-templated transcription","BP",381,4,0.00453687036226292,"GOTerms"
"L10_int","9","darkmagenta","GO:0006351","transcription, DNA-templated","BP",381,4,0.00453687036226292,"GOTerms"
"L10_int","9","darkmagenta","GO:0016569","covalent chromatin modification","BP",56,2,0.00456451684909141,"GOTerms"
"L10_int","9","darkmagenta","GO:0032774","RNA biosynthetic process","BP",382,4,0.00457932263935894,"GOTerms"
"L10_int","9","darkmagenta","GO:0030855","epithelial cell differentiation","BP",57,2,0.00472528428475542,"GOTerms"
"L10_int","9","darkmagenta","GO:0120035","regulation of plasma membrane bounded cell projection organization","BP",57,2,0.00472528428475542,"GOTerms"
"L10_int","9","darkmagenta","GO:0044260","cellular macromolecule metabolic process","BP",912,6,0.00481692803419673,"GOTerms"
"L10_int","9","darkmagenta","GO:0001654","eye development","BP",58,2,0.00488864960954869,"GOTerms"
"L10_int","9","darkmagenta","GO:0031344","regulation of cell projection organization","BP",58,2,0.00488864960954869,"GOTerms"
"L10_int","9","darkmagenta","GO:0032101","regulation of response to external stimulus","BP",58,2,0.00488864960954869,"GOTerms"
"L10_int","9","darkmagenta","GO:0150063","visual system development","BP",58,2,0.00488864960954869,"GOTerms"
"L10_int","9","darkmagenta","GO:0045935","positive regulation of nucleobase-containing compound metabolic process","BP",193,3,0.00491982688719081,"GOTerms"
"L10_int","9","darkmagenta","GO:0060255","regulation of macromolecule metabolic process","BP",634,5,0.00492271891218448,"GOTerms"
"L10_int","9","darkmagenta","GO:0031328","positive regulation of cellular biosynthetic process","BP",194,3,0.00499118410978495,"GOTerms"
"L10_int","9","darkmagenta","GO:0007507","heart development","BP",59,2,0.00505460368827157,"GOTerms"
"L10_int","9","darkmagenta","GO:0048880","sensory system development","BP",59,2,0.00505460368827157,"GOTerms"
"L10_int","9","darkmagenta","GO:0009891","positive regulation of biosynthetic process","BP",196,3,0.00513578207666894,"GOTerms"
"L10_int","9","darkmagenta","GO:0051252","regulation of RNA metabolic process","BP",397,4,0.00524890299112389,"GOTerms"
"L10_int","9","darkmagenta","GO:0008152","metabolic process","BP",1246,7,0.00529086504761891,"GOTerms"
"L10_int","9","darkmagenta","GO:0007171","activation of transmembrane receptor protein tyrosine kinase activity","BP",3,1,0.00542616947884933,"GOTerms"
"L10_int","9","darkmagenta","GO:0060055","angiogenesis involved in wound healing","BP",3,1,0.00542616947884933,"GOTerms"
"L10_int","9","darkmagenta","GO:0048483","autonomic nervous system development","BP",3,1,0.00542616947884933,"GOTerms"
"L10_int","9","darkmagenta","GO:0035630","bone mineralization involved in bone maturation","BP",3,1,0.00542616947884933,"GOTerms"
"L10_int","9","darkmagenta","GO:0009713","catechol-containing compound biosynthetic process","BP",3,1,0.00542616947884933,"GOTerms"
"L10_int","9","darkmagenta","GO:0042423","catecholamine biosynthetic process","BP",3,1,0.00542616947884933,"GOTerms"
"L10_int","9","darkmagenta","GO:0021533","cell differentiation in hindbrain","BP",3,1,0.00542616947884933,"GOTerms"
"L10_int","9","darkmagenta","GO:0071481","cellular response to X-ray","BP",3,1,0.00542616947884933,"GOTerms"
"L10_int","9","darkmagenta","GO:0060216","definitive hemopoiesis","BP",3,1,0.00542616947884933,"GOTerms"
"L10_int","9","darkmagenta","GO:0035860","glial cell-derived neurotrophic factor receptor signaling pathway","BP",3,1,0.00542616947884933,"GOTerms"
"L10_int","9","darkmagenta","GO:0009247","glycolipid biosynthetic process","BP",3,1,0.00542616947884933,"GOTerms"
"L10_int","9","darkmagenta","GO:0006687","glycosphingolipid metabolic process","BP",3,1,0.00542616947884933,"GOTerms"
"L10_int","9","darkmagenta","GO:0070734","histone H3-K27 methylation","BP",3,1,0.00542616947884933,"GOTerms"
"L10_int","9","darkmagenta","GO:0032623","interleukin-2 production","BP",3,1,0.00542616947884933,"GOTerms"
"L10_int","9","darkmagenta","GO:0072273","metanephric nephron morphogenesis","BP",3,1,0.00542616947884933,"GOTerms"
"L10_int","9","darkmagenta","GO:0006054","N-acetylneuraminate metabolic process","BP",3,1,0.00542616947884933,"GOTerms"
"L10_int","9","darkmagenta","GO:0032689","negative regulation of interferon-gamma production","BP",3,1,0.00542616947884933,"GOTerms"
"L10_int","9","darkmagenta","GO:2000107","negative regulation of leukocyte apoptotic process","BP",3,1,0.00542616947884933,"GOTerms"
"L10_int","9","darkmagenta","GO:0002762","negative regulation of myeloid leukocyte differentiation","BP",3,1,0.00542616947884933,"GOTerms"
"L10_int","9","darkmagenta","GO:0030279","negative regulation of ossification","BP",3,1,0.00542616947884933,"GOTerms"
"L10_int","9","darkmagenta","GO:0033689","negative regulation of osteoblast proliferation","BP",3,1,0.00542616947884933,"GOTerms"
"L10_int","9","darkmagenta","GO:0072179","nephric duct formation","BP",3,1,0.00542616947884933,"GOTerms"
"L10_int","9","darkmagenta","GO:0071599","otic vesicle development","BP",3,1,0.00542616947884933,"GOTerms"
"L10_int","9","darkmagenta","GO:0060037","pharyngeal system development","BP",3,1,0.00542616947884933,"GOTerms"
"L10_int","9","darkmagenta","GO:0090190","positive regulation of branching involved in ureteric bud morphogenesis","BP",3,1,0.00542616947884933,"GOTerms"
"L10_int","9","darkmagenta","GO:0090050","positive regulation of cell migration involved in sprouting angiogenesis","BP",3,1,0.00542616947884933,"GOTerms"
"L10_int","9","darkmagenta","GO:0002720","positive regulation of cytokine production involved in immune response","BP",3,1,0.00542616947884933,"GOTerms"
"L10_int","9","darkmagenta","GO:2000573","positive regulation of DNA biosynthetic process","BP",3,1,0.00542616947884933,"GOTerms"
"L10_int","9","darkmagenta","GO:0045648","positive regulation of erythrocyte differentiation","BP",3,1,0.00542616947884933,"GOTerms"
